"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar un producto de forma exitosa al carrito de compras","Agregar producto al carrito","ERROR","2023-10-03T18:09:47.8190313-05:00[America/Bogota]","0.0","5.22"
