"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar un producto de forma exitosa al carrito de compras","Agregar producto al carrito","FAILURE","2023-05-26T19:05:44.1262908-05:00[America/Bogota]","0.0","36.5"
