"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar un producto de forma exitosa al carrito de compras","Agregar producto al carrito","SUCCESS","2023-05-29T08:01:35.6867004-05:00[America/Bogota]","0.0","43.74"
